2460,10,71,24635.0,54935.0,2052.9166666666665,9155.833333333332,300749.0
4200,9,70,22327.0,51427.0,1860.5833333333333,8571.166666666666,267121.0
6060,9,70,23219.0,52319.0,1934.9166666666665,8719.833333333332,283897.0
8220,10,70,25086.0,55086.0,2090.5,9181.0,299121.0
10860,9,71,22273.0,51673.0,1856.0833333333333,8612.166666666666,309321.0
13680,8,55,21099.0,44799.0,1758.25,7466.5,237081.0
16500,9,56,22352.0,47252.0,1862.6666666666665,7875.333333333333,247507.0
19260,8,53,20019.0,43119.0,1668.25,7186.5,233449.0
22020,8,61,21007.0,46507.0,1750.5833333333333,7751.166666666666,264365.0
24000,9,71,22721.0,52121.0,1893.4166666666665,8686.833333333332,296352.0
25740,9,71,23982.0,53382.0,1998.5,8897.0,288583.0
27060,9,74,22892.0,53192.0,1907.6666666666665,8865.333333333332,274349.0
28440,10,76,24930.0,56730.0,2077.5,9455.0,281394.0
29940,9,70,24866.0,53966.0,2072.1666666666665,8994.333333333332,277247.0
31800,10,72,25548.0,56148.0,2129.0,9358.0,286678.0
34440,10,71,25009.0,55309.0,2084.083333333333,9218.166666666666,308054.0
37200,10,62,22313.0,49913.0,1859.4166666666665,8318.833333333332,274529.0
39960,7,41,20844.0,39444.0,1737.0,6574.0,185958.0
42960,4,15,9056.0,17156.0,754.6666666666666,2859.333333333333,57461.0
